controller,creature_idx,distance,avg_speed,step_frequency,duty_factor,double_support,avg_torso_angle,torso_stability,cost_of_transport,fitness
cpg,0,1306.231065577036,87.08207103846907,3.066666666666667,0.42,0.18777777777777774,5.2765332084839045,0.26929172284305125,0.014295923927840746,1286.107545409619
cpg,1,1098.5810003670754,73.23873335780503,2.0,0.2588888888888889,0.034444444444444444,5.4974181732991285,0.39286398674777373,0.018003235695378757,1073.3392729787897
cpg,2,1068.6022267018313,71.24014844678875,1.3333333333333333,0.17555555555555555,0.008888888888888889,6.7766386932683815,0.30358435970279574,0.018491677877127646,1043.007458364382
cpg,3,1039.020411684022,69.26802744560148,4.466666666666667,0.49,0.09444444444444444,6.666913498687652,0.5087305594986253,0.018487045478970683,1022.2604487231514
cpg,4,1033.1703030841206,68.87802020560804,1.4666666666666666,0.1388888888888889,0.014444444444444446,3.691533899494031,0.7447002639432068,0.01895707997721873,1009.9451063317703
cpg,5,962.5194493040485,64.16796328693657,1.3333333333333333,0.14777777777777779,0.013333333333333334,8.867724807249537,0.36427509052042667,0.020136067621229804,938.9222904032428
cpg,6,944.288362450337,62.95255749668913,1.4666666666666666,0.12111111111111111,0.017777777777777778,9.041379084679644,0.35230443519048094,0.020611371857294242,922.2642142860358
cpg,7,937.7499501701586,62.51666334467725,1.6666666666666667,0.3888888888888889,0.11333333333333333,4.929635159932849,0.37862148615568997,0.020804420033098868,913.9007234881286
cpg,8,942.6188249331772,62.84125499554514,1.0666666666666667,0.08777777777777777,0.008888888888888889,3.4009491026116443,0.9487031692257104,0.021080708631501317,913.6909272843762
cpg,9,929.7072543270939,61.980483621806265,1.1333333333333333,0.10777777777777779,0.005555555555555556,3.4769704920750315,0.8839237416502175,0.02094418617737742,901.3867016266162
cpg,10,928.5061488577189,61.90040992384794,1.0666666666666667,0.11222222222222222,0.008888888888888889,8.808554850405262,0.3739095563485208,0.02133935096736118,899.7997307800739
cpg,11,926.9954898362226,61.79969932241485,1.6000000000000003,0.15222222222222223,0.044444444444444446,8.477333212401076,0.3480458019611998,0.02114387725827005,899.6463137314976
cpg,12,911.1497803738043,60.74331869158696,1.2,0.10111111111111111,0.006666666666666667,3.1197108966983484,0.8943960434671236,0.021113063467431126,885.0545631351223
cpg,13,901.8235734830665,60.12157156553778,1.2,0.11555555555555556,0.0011111111111111111,8.704611507421403,0.354417047663037,0.02115361542716888,879.1087916171678
cpg,14,898.7571073746163,59.9171404916411,0.8666666666666667,0.06111111111111111,0.0011111111111111111,3.3021540663148627,1.0121846883140972,0.021538746749345333,865.8653575190432
cpg,15,881.337476046884,58.75583173645894,1.6666666666666667,0.3933333333333333,0.024444444444444446,2.139841836437068,0.43223606218791066,0.021625534481735847,859.0962659788357
cpg,16,880.7931910223278,58.71954606815519,1.9333333333333333,0.19000000000000003,0.005555555555555556,3.7574805105887967,0.7721609416917911,0.02256525544911007,858.5381061273607
cpg,17,879.7697401118235,58.65131600745489,1.5333333333333334,0.11777777777777777,0.01,3.42220971148704,0.9373287427074192,0.02184865192012912,857.164251676064
cpg,18,878.5911531051574,58.57274354034383,1.2666666666666666,0.10777777777777779,0.0011111111111111111,3.5810540329036535,0.9329978227476308,0.022792498666118533,852.4753593049142
cpg,19,863.5909231887941,57.57272821258628,1.1333333333333333,0.08555555555555555,0.005555555555555556,3.359401621996192,0.9497116396500039,0.02281664413737004,838.2955838178983
